date,hk,ak,rows,sources
2021-11-06,wolfsburg,augsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-07,arsenal,watford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-07,everton,tottenham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-07,fckoln,unionberlin,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-07,greutherfurth,einfrankfurt,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-07,hertha,leverkusen,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-07,leeds,leicester,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-07,westham,liverpool,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-19,augsburg,bayernmunich,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-20,astonvilla,brighton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-20,bielefeld,wolfsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-20,burnley,crystalpalace,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-20,dortmund,stuttgart,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-20,hoffenheim,rbleipzig,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-20,leicester,chelsea,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-20,leverkusen,bochum,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-20,liverpool,arsenal,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-20,mgladbach,greutherfurth,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-20,newcastle,brentford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-20,norwich,southampton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-20,unionberlin,hertha,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-20,watford,manunited,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-20,wolves,westham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-21,freiburg,einfrankfurt,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-21,mainz,fckoln,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-21,mancity,everton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-21,tottenham,leeds,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-26,stuttgart,mainz,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-27,arsenal,newcastle,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-27,bayernmunich,bielefeld,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-27,bochum,freiburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-27,brighton,leeds,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-27,crystalpalace,astonvilla,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-27,fckoln,mgladbach,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-27,greutherfurth,hoffenheim,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-27,hertha,augsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-27,liverpool,southampton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-27,norwich,wolves,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-27,wolfsburg,dortmund,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-28,brentford,everton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-28,chelsea,manunited,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-28,einfrankfurt,unionberlin,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-28,leicester,watford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-28,mancity,westham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-28,rbleipzig,leverkusen,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-11-30,leeds,crystalpalace,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-11-30,newcastle,norwich,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-01,astonvilla,mancity,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-01,everton,liverpool,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-01,southampton,leicester,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-01,watford,chelsea,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-01,westham,brighton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-01,wolves,burnley,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-02,manunited,arsenal,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-02,tottenham,brentford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-03,unionberlin,rbleipzig,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-04,augsburg,bochum,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-04,bielefeld,fckoln,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-04,dortmund,bayernmunich,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-04,hoffenheim,einfrankfurt,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-04,leverkusen,greutherfurth,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-04,mainz,wolfsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-04,newcastle,burnley,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-04,southampton,brighton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-04,watford,mancity,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-04,westham,chelsea,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-04,wolves,liverpool,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-05,astonvilla,leicester,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-05,leeds,brentford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-05,manunited,crystalpalace,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-05,mgladbach,freiburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-05,stuttgart,hertha,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-05,tottenham,norwich,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-06,everton,arsenal,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-10,brentford,watford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-10,fckoln,augsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-11,arsenal,southampton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-11,bayernmunich,mainz,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-11,bochum,dortmund,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-11,chelsea,leeds,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-11,freiburg,hoffenheim,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-11,hertha,bielefeld,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-11,liverpool,astonvilla,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-11,mancity,wolves,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-11,norwich,manunited,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-11,rbleipzig,mgladbach,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-11,wolfsburg,stuttgart,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-12,burnley,westham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-12,crystalpalace,everton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-12,einfrankfurt,leverkusen,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-12,greutherfurth,unionberlin,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-12,leicester,newcastle,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-14,bielefeld,bochum,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-14,mainz,hertha,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-14,mancity,leeds,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-14,norwich,astonvilla,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-14,stuttgart,bayernmunich,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-14,wolfsburg,fckoln,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-15,arsenal,westham,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-15,augsburg,rbleipzig,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-15,brighton,wolves,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-15,crystalpalace,southampton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-15,dortmund,greutherfurth,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-15,leverkusen,hoffenheim,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-15,mgladbach,einfrankfurt,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-15,unionberlin,freiburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-16,chelsea,everton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-16,liverpool,newcastle,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-17,bayernmunich,wolfsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-18,bochum,unionberlin,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-18,einfrankfurt,mainz,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-18,greutherfurth,augsburg,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-18,hertha,dortmund,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-18,hoffenheim,mgladbach,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-18,leeds,arsenal,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-18,rbleipzig,bielefeld,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-19,fckoln,stuttgart,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-19,freiburg,leverkusen,2,data/raw/bundesliga_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_D1.csv
2021-12-19,newcastle,mancity,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-19,tottenham,liverpool,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-19,wolves,chelsea,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-26,astonvilla,chelsea,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-26,brighton,brentford,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-26,mancity,leicester,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-26,norwich,arsenal,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-26,tottenham,crystalpalace,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-26,westham,southampton,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-27,newcastle,manunited,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
2021-12-28,crystalpalace,norwich,2,data/raw/epl_2021_2022_football_data_real.csv|data/raw/global_acquisition/football_data/2122_E0.csv
